1,0.4173,0.159914326900592
2,0.0062,0.247119884400331
3,0.3387,0.185403372338397
4,0.1886,0.71253271227867
5,0.7418,0.149382984704707
6,0.3138,0.269598744067527
7,0.4466,0.247130121212611
8,0.0835,0.146241371971066
9,0.193,0.208487517178727
10,0.3807,0.674912443079943
11,0.5438,0.207611023262311
12,0.5897,0.320725393688186
13,0.3536,0.331012322050701
14,0.221,0.10964684782402
15,0.0631,0.204153945156203
16,0.4499,0.639079034745463
17,0.2564,0.213049612294037
18,0.7642,0.376891063937003
19,0.1411,0.428203234058317
20,0.3626,0.102744286937027
